Energy,Post,Comment,Cleaned_Comment,Token_Count,Sentiment,Sentiment_Mapped,reasons
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Nuclear needs to be on the table. It’s clean green energy.,Nuclear needs to be on the table. It’s clean green energy.,15,LABEL_1,NEUTRAL,financial_constraints
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Albo will run us into the ground then blame Bowen,Albo will run us into the ground then blame Bowen,10,LABEL_0,NEGATIVE,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Our PM is some kind of joke.What is the the MSM love affair with him? It's freaking me out and should freak ""everyone"" out. No PM ever has had this kind of ""LOOOOOVE"". It's just so clearly wrong.","Our PM is some kind of joke.What is the the MSM love affair with him? It's freaking me out and should freak ""everyone"" out. No PM ever has had this kind of ""LOOOOOVE"". It's just so clearly wrong.",48,LABEL_0,NEGATIVE,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Do a check on who donated to Albanese, how many shares he has in renewables and when he bought them. Always follow the money, it never lies.","Do a check on who donated to Albanese, how many shares he has in renewables and when he bought them. Always follow the money, it never lies.",31,LABEL_1,NEUTRAL,financial_constraints
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,So ALBO has now upset his mate Mal in SA too. Is this why he has suddenly got COVID to go into hiding!,So ALBO has now upset his mate Mal in SA too. Is this why he has suddenly got COVID to go into hiding!,25,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Albo thinks he’s got all the answers FGS. He’s got no idea. Berates Sth Aust Premier suggesting to look into Nuclear Energy for power sources, after he said I’ll look into any suggestions. Nuclear Energy is safe.It’s used for 11% of energy around the world and safely.It’s either Coal or Nuclear Energy for all power sources.All the others just can’t produce enough.It’s so plain to see but Albo knows best FGS.","Albo thinks he’s got all the answers FGS. He’s got no idea. Berates Sth Aust Premier suggesting to look into Nuclear Energy for power sources, after he said I’ll look into any suggestions. Nuclear Energy is safe.It’s used for 11% of energy around the world and safely.It’s either Coal or Nuclear Energy for all power sources.All the others just can’t produce enough.It’s so plain to see but Albo knows best FGS.",91,LABEL_1,NEUTRAL,financial_constraints
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,It just solidifies what an out of touch touch PM we have he so blind and influenced by Bowen. it is unbelievable between these two depots and their policies will cause the turning of our country into a third World Nation  When will Australians wake up. Too late l think,It just solidifies what an out of touch touch PM we have he so blind and influenced by Bowen. it is unbelievable between these two depots and their policies will cause the turning of our country into a third World Nation  When will Australians wake up. Too late l think,52,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Looks like everyone is expected to hold the party line in Labor, even if you have better ideas.","Looks like everyone is expected to hold the party line in Labor, even if you have better ideas.",20,LABEL_1,NEUTRAL,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,WHAT? A labour Premier speaking sense. Stay with it P M ie Peter Malinauskas.,WHAT? A labour Premier speaking sense. Stay with it P M ie Peter Malinauskas.,17,LABEL_1,NEUTRAL,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Mal has alot more brains than Albo!,Mal has alot more brains than Albo!,8,LABEL_2,POSITIVE,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,People voted on gay marriage. Why can't the people vote on the subject. After all it is usually the people's money.,People voted on gay marriage. Why can't the people vote on the subject. After all it is usually the people's money.,26,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,We know who the joke is.,We know who the joke is.,7,LABEL_0,NEGATIVE,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"The problem with people is when they talk nuclear, everyone starts to think 1950's technology. France has a policy of dealing with their own waste, including nuclear fuel rods and 40% of the fuel used to power their nuclear plants is recycled.","The problem with people is when they talk nuclear, everyone starts to think 1950's technology. France has a policy of dealing with their own waste, including nuclear fuel rods and 40% of the fuel used to power their nuclear plants is recycled.",48,LABEL_0,NEGATIVE,financial_constraints
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"What a pathetic position to take , if it's safe enough for a massive submarine to have a nuclear generator inside running for 20 years on a handful of nuclear fuel surely we can look into this. It should have happened in the fifties when it was brought up. It's OK for you to say it's your opinion, but what are your real reasons? Nonof what you mentioned are relevant.","What a pathetic position to take , if it's safe enough for a massive submarine to have a nuclear generator inside running for 20 years on a handful of nuclear fuel surely we can look into this. It should have happened in the fifties when it was brought up. It's OK for you to say it's your opinion, but what are your real reasons? Nonof what you mentioned are relevant.",78,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,These people are living in FAIRYLAND they are not working for us just there globle elet mates,These people are living in FAIRYLAND they are not working for us just there globle elet mates,17,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Lets be honest Australia needs a better electricity system before the idiots get excited about changing our power supplies . The lets rush in renewable energy isn't gonna work for anybody,  it will kill families n businesses with costs and disruptions .I agree we should look at alternatives but for fark sake think before jumping","Lets be honest Australia needs a better electricity system before the idiots get excited about changing our power supplies . The lets rush in renewable energy isn't gonna work for anybody,  it will kill families n businesses with costs and disruptions .I agree we should look at alternatives but for fark sake think before jumping",58,LABEL_0,NEGATIVE,financial_constraints
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,albo is the biggest hoke,albo is the biggest hoke,5,LABEL_0,NEGATIVE,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Lost count of how many people write me off when I mention nuclear energy and start talking about Chernobyl ,Lost count of how many people write me off when I mention nuclear energy and start talking about Chernobyl ,19,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Time Nuclear energy was discussed! If Australia does not agree with it, why are we exporting Uranium?.","Time Nuclear energy was discussed! If Australia does not agree with it, why are we exporting Uranium?.",21,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Has Bolt moved to SA yet?,Has Bolt moved to SA yet?,7,LABEL_1,NEUTRAL,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Just for balance here’s a sample from a report with a quite different view ofSMRs.The whole thing is worth a read: “Too late, too expensive, too risky and too uncertain” is how a new report by the Institute for Energy Economics and Financial Analysis (IEEFA) described NuScale’s proposed small modular reactor (SMR) project.","Just for balance here’s a sample from a report with a quite different view ofSMRs.The whole thing is worth a read: “Too late, too expensive, too risky and too uncertain” is how a new report by the Institute for Energy Economics and Financial Analysis (IEEFA) described NuScale’s proposed small modular reactor (SMR) project.",67,LABEL_1,NEUTRAL,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Albo hasn't done a bad job up till now but he has totally got it wrong over nuclear. Sadly he is so agenda focussed on renewables that options are totally off his radar. Renewables are nowhere near as clean as nuclear, not even close.","Albo hasn't done a bad job up till now but he has totally got it wrong over nuclear. Sadly he is so agenda focussed on renewables that options are totally off his radar. Renewables are nowhere near as clean as nuclear, not even close.",49,LABEL_0,NEGATIVE,financial_constraints
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"There is still no safe way to dispose of nuclear waste safely. It has a half life of thousand of years.Also nuclear power plants have a lead in time of 10 + years, and are hugely expensive.","There is still no safe way to dispose of nuclear waste safely. It has a half life of thousand of years.Also nuclear power plants have a lead in time of 10 + years, and are hugely expensive.",40,LABEL_0,NEGATIVE,financial_constraints
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Unfortunately for Australians he is fixated for wind and Solar. Tunnel vision.,Unfortunately for Australians he is fixated for wind and Solar. Tunnel vision.,14,LABEL_0,NEGATIVE,financial_constraints
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,He is one of his Labour mates.,He is one of his Labour mates.,8,LABEL_1,NEUTRAL,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Albo you and your Labor cronies are out of date, wake up, nuclear has been in submarines safety for 20 plus years.","Albo you and your Labor cronies are out of date, wake up, nuclear has been in submarines safety for 20 plus years.",25,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Albanese the CC fool !!!   Nuclear is far better than renewables Albanese. And the NEW Coal Power Stations are superb evidently.,Albanese the CC fool !!!   Nuclear is far better than renewables Albanese. And the NEW Coal Power Stations are superb evidently.,25,LABEL_2,POSITIVE,financial_constraints
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Runs scared - yes. And dumb, with IQ 3 Minister Bowen.","Runs scared - yes. And dumb, with IQ 3 Minister Bowen.",14,LABEL_0,NEGATIVE,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,It's what you learn when you know it all that's important. Albo obviously has hubris not Covid.,It's what you learn when you know it all that's important. Albo obviously has hubris not Covid.,21,LABEL_0,NEGATIVE,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Nuclear power is EXPENSIVE. How do you propose to deal with the waste? Your just pushing your typical anti everything,Nuclear power is EXPENSIVE. How do you propose to deal with the waste? Your just pushing your typical anti everything,22,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,So is China missile  nukes  can hit any part Aussie   even  nuclear  power  stations,So is China missile  nukes  can hit any part Aussie   even  nuclear  power  stations,14,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"It hasn’t taken that long for another Labor prime minister, Albanese, to show he’s not up to the job.Happens every time they get into power.","It hasn’t taken that long for another Labor prime minister, Albanese, to show he’s not up to the job.Happens every time they get into power.",32,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Keep up the good work bolt labor’s greatest asset ,Keep up the good work bolt labor’s greatest asset ,11,LABEL_2,POSITIVE,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Because Albanese isn’t well enough education on this, that’s why he is talking and scaremongering everyone else, especially to children of a very young age, older children would already know the trues…as most countries in Europe depend on nuclear heating / others…","Because Albanese isn’t well enough education on this, that’s why he is talking and scaremongering everyone else, especially to children of a very young age, older children would already know the trues…as most countries in Europe depend on nuclear heating / others…",49,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Aussie should have been nuclear in the fifties.,Aussie should have been nuclear in the fifties.,9,LABEL_1,NEUTRAL,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Fool, where is he going to put all these Batteries, I am glad I did not VOTE FOR HIM,","Fool, where is he going to put all these Batteries, I am glad I did not VOTE FOR HIM,",22,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Albo doesn't want to offend his Greenie masters,Albo doesn't want to offend his Greenie masters,9,LABEL_1,NEUTRAL,not-defined
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Follow the money solar panels wind farms useless but are making someone really rich,Follow the money solar panels wind farms useless but are making someone really rich,14,LABEL_1,NEUTRAL,technological_shortcomings
Nuclear,Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Albanese is living in fantasy land if he thinks we can run the country with wind & solar ,Albanese is living in fantasy land if he thinks we can run the country with wind & solar ,18,LABEL_0,NEGATIVE,not-defined
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"While the rest of the world is building new nuclear reactors, and  some putting their older ones back online, Australia is squandering opportunity with only  wind and solar and other low electricity- producing technologies. We are selling our gas, coal and oil, all the while we are starving for power and what power we have is skyrocketing in price. The conversation for nuclear power in Australia must be had.","While the rest of the world is building new nuclear reactors, and  some putting their older ones back online, Australia is squandering opportunity with only  wind and solar and other low electricity- producing technologies. We are selling our gas, coal and oil, all the while we are starving for power and what power we have is skyrocketing in price. The conversation for nuclear power in Australia must be had.",76,LABEL_0,NEGATIVE,financial_constraints
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,It doesn't comply with Albos wealthy mates  agenda.,It doesn't comply with Albos wealthy mates  agenda.,10,LABEL_0,NEGATIVE,infrastructure
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,They all have their fingers in the Wind and Solar pie being paid by the rich investors! Don’t listen to the people just take the money ? Nuclear is the only way to go and keeping Coal!,They all have their fingers in the Wind and Solar pie being paid by the rich investors! Don’t listen to the people just take the money ? Nuclear is the only way to go and keeping Coal!,41,LABEL_1,NEUTRAL,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,These guys have no ideas themselves yet are ready to mock others!Get rid of this Albo clown!,These guys have no ideas themselves yet are ready to mock others!Get rid of this Albo clown!,20,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,Nuclear needs to be on the table. It’s clean green energy.,Nuclear needs to be on the table. It’s clean green energy.,15,LABEL_1,NEUTRAL,financial_constraints
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,Albo will run us into the ground then blame Bowen,Albo will run us into the ground then blame Bowen,10,LABEL_0,NEGATIVE,not-defined
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"Our PM is some kind of joke.What is the the MSM love affair with him? It's freaking me out and should freak ""everyone"" out. No PM ever has had this kind of ""LOOOOOVE"". It's just so clearly wrong.","Our PM is some kind of joke.What is the the MSM love affair with him? It's freaking me out and should freak ""everyone"" out. No PM ever has had this kind of ""LOOOOOVE"". It's just so clearly wrong.",48,LABEL_0,NEGATIVE,not-defined
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"Do a check on who donated to Albanese, how many shares he has in renewables and when he bought them. Always follow the money, it never lies.","Do a check on who donated to Albanese, how many shares he has in renewables and when he bought them. Always follow the money, it never lies.",31,LABEL_1,NEUTRAL,financial_constraints
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,So ALBO has now upset his mate Mal in SA too. Is this why he has suddenly got COVID to go into hiding!,So ALBO has now upset his mate Mal in SA too. Is this why he has suddenly got COVID to go into hiding!,25,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"Albo thinks he’s got all the answers FGS. He’s got no idea. Berates Sth Aust Premier suggesting to look into Nuclear Energy for power sources, after he said I’ll look into any suggestions. Nuclear Energy is safe.It’s used for 11% of energy around the world and safely.It’s either Coal or Nuclear Energy for all power sources.All the others just can’t produce enough.It’s so plain to see but Albo knows best FGS.","Albo thinks he’s got all the answers FGS. He’s got no idea. Berates Sth Aust Premier suggesting to look into Nuclear Energy for power sources, after he said I’ll look into any suggestions. Nuclear Energy is safe.It’s used for 11% of energy around the world and safely.It’s either Coal or Nuclear Energy for all power sources.All the others just can’t produce enough.It’s so plain to see but Albo knows best FGS.",91,LABEL_1,NEUTRAL,financial_constraints
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,It just solidifies what an out of touch touch PM we have he so blind and influenced by Bowen. it is unbelievable between these two depots and their policies will cause the turning of our country into a third World Nation  When will Australians wake up. Too late l think,It just solidifies what an out of touch touch PM we have he so blind and influenced by Bowen. it is unbelievable between these two depots and their policies will cause the turning of our country into a third World Nation  When will Australians wake up. Too late l think,52,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"Looks like everyone is expected to hold the party line in Labor, even if you have better ideas.","Looks like everyone is expected to hold the party line in Labor, even if you have better ideas.",20,LABEL_1,NEUTRAL,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,WHAT? A labour Premier speaking sense. Stay with it P M ie Peter Malinauskas.,WHAT? A labour Premier speaking sense. Stay with it P M ie Peter Malinauskas.,17,LABEL_1,NEUTRAL,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,Mal has alot more brains than Albo!,Mal has alot more brains than Albo!,8,LABEL_2,POSITIVE,not-defined
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,People voted on gay marriage. Why can't the people vote on the subject. After all it is usually the people's money.,People voted on gay marriage. Why can't the people vote on the subject. After all it is usually the people's money.,26,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,We know who the joke is.,We know who the joke is.,7,LABEL_0,NEGATIVE,not-defined
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"The problem with people is when they talk nuclear, everyone starts to think 1950's technology. France has a policy of dealing with their own waste, including nuclear fuel rods and 40% of the fuel used to power their nuclear plants is recycled.","The problem with people is when they talk nuclear, everyone starts to think 1950's technology. France has a policy of dealing with their own waste, including nuclear fuel rods and 40% of the fuel used to power their nuclear plants is recycled.",48,LABEL_0,NEGATIVE,financial_constraints
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"What a pathetic position to take , if it's safe enough for a massive submarine to have a nuclear generator inside running for 20 years on a handful of nuclear fuel surely we can look into this. It should have happened in the fifties when it was brought up. It's OK for you to say it's your opinion, but what are your real reasons? Nonof what you mentioned are relevant.","What a pathetic position to take , if it's safe enough for a massive submarine to have a nuclear generator inside running for 20 years on a handful of nuclear fuel surely we can look into this. It should have happened in the fifties when it was brought up. It's OK for you to say it's your opinion, but what are your real reasons? Nonof what you mentioned are relevant.",78,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,These people are living in FAIRYLAND they are not working for us just there globle elet mates,These people are living in FAIRYLAND they are not working for us just there globle elet mates,17,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"Lets be honest Australia needs a better electricity system before the idiots get excited about changing our power supplies . The lets rush in renewable energy isn't gonna work for anybody,  it will kill families n businesses with costs and disruptions .I agree we should look at alternatives but for fark sake think before jumping","Lets be honest Australia needs a better electricity system before the idiots get excited about changing our power supplies . The lets rush in renewable energy isn't gonna work for anybody,  it will kill families n businesses with costs and disruptions .I agree we should look at alternatives but for fark sake think before jumping",58,LABEL_0,NEGATIVE,financial_constraints
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,albo is the biggest hoke,albo is the biggest hoke,5,LABEL_0,NEGATIVE,not-defined
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,Lost count of how many people write me off when I mention nuclear energy and start talking about Chernobyl ,Lost count of how many people write me off when I mention nuclear energy and start talking about Chernobyl ,19,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"Time Nuclear energy was discussed! If Australia does not agree with it, why are we exporting Uranium?.","Time Nuclear energy was discussed! If Australia does not agree with it, why are we exporting Uranium?.",21,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,Has Bolt moved to SA yet?,Has Bolt moved to SA yet?,7,LABEL_1,NEUTRAL,not-defined
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"Just for balance here’s a sample from a report with a quite different view ofSMRs.The whole thing is worth a read: “Too late, too expensive, too risky and too uncertain” is how a new report by the Institute for Energy Economics and Financial Analysis (IEEFA) described NuScale’s proposed small modular reactor (SMR) project.","Just for balance here’s a sample from a report with a quite different view ofSMRs.The whole thing is worth a read: “Too late, too expensive, too risky and too uncertain” is how a new report by the Institute for Energy Economics and Financial Analysis (IEEFA) described NuScale’s proposed small modular reactor (SMR) project.",67,LABEL_1,NEUTRAL,technological_shortcomings
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"Albo hasn't done a bad job up till now but he has totally got it wrong over nuclear. Sadly he is so agenda focussed on renewables that options are totally off his radar. Renewables are nowhere near as clean as nuclear, not even close.","Albo hasn't done a bad job up till now but he has totally got it wrong over nuclear. Sadly he is so agenda focussed on renewables that options are totally off his radar. Renewables are nowhere near as clean as nuclear, not even close.",49,LABEL_0,NEGATIVE,financial_constraints
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,"There is still no safe way to dispose of nuclear waste safely. It has a half life of thousand of years.Also nuclear power plants have a lead in time of 10 + years, and are hugely expensive.","There is still no safe way to dispose of nuclear waste safely. It has a half life of thousand of years.Also nuclear power plants have a lead in time of 10 + years, and are hugely expensive.",40,LABEL_0,NEGATIVE,financial_constraints
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,Unfortunately for Australians he is fixated for wind and Solar. Tunnel vision.,Unfortunately for Australians he is fixated for wind and Solar. Tunnel vision.,14,LABEL_0,NEGATIVE,financial_constraints
Nuclear,PM treats SA Premier’s nuclear energy proposal ‘as some kind of joke’BBD2qZQ6DJXbrGi2cPW9jrovW,He is one of his Labour mates.,He is one of his Labour mates.,8,LABEL_1,NEUTRAL,not-defined
